product,title,rating,body,Model number
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","1.0 out of 5 stars
Wrong reading",1,Reading error,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
A accurate and handy BP measuring machine",4,Omron has been able to come with a good handy BP machine which is accurate and perfect for a family. It’s easy to use with an option to monitor two persons separately. The cuff is self adjusting for a wide variety of arm size. The best part is it’s Bluetooth compatibility with an mobile app to keep the log… but wish it was little better priced.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Must have for every home. Accurate. Very useful.",5,"It's Accurate, I compared it with Mercury Monitor too. Maintaining 2 records, Weekly Logs, Arterial Fibrillation is good function. Using Omron app is good to keep and check records any time. Bluetooth connectivity and transfer may take some time, so we have to wait for it to get updated. Cuff size fits nicely for heavier people too. Sometimes battery drains fast soo better buy a charging adaptor to save battery. Keep a backup batteries all time if it drains out. Well recommend product.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
The Omron HEM 7361T Bluetooth Digital Blood Pressure Monitor is very accurate and easy to use.",5,"The Omron HEM 7361T Bluetooth Digital Blood Pressure Monitor is very accurate and easy to use and I have replaced my mercurial BP monitor. I recommend it above all other BP monitors. Although, the size is a bit large, but the features outweigh it. Highly impressed.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Product Quality is superior than any oher brand",5,This Omron BP machine is very good in terms of accuracy and connectivity of your mobile. Feature on Mobile accessibility of bp data is more convenient than others. Battery life is good. Warranty is best in class. Technologically it's super. Quality is superior than any other brands. Price is good.I am happy with this machine.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Nice product",5,"It's been 6months and I should say the results are really accurate more over it have an additional button for 2 individual profiles data and bluetooth which is an additional advantage we can transfer all our results to mobile app and it will be easy for a doctor to take a call based on results history. Little expensive then other devices but it's worth every penny, you can blindly go for it.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Great product to track BP and Afib",5,The product is well built and easy to use. Seamless syncing for the data in the app via Bluetooth. Initially it showcased some issues but the same have been ironed out with the new update. The ability to switch between users is amazing with the toggle button. The Afib indicator is much needed feature and very useful. The carrying case provided makes carrying it hassle free.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Great quality",5,"This one is highly recommended, has amazing build quality. The readings also seem to be quite accurate. The cuff band is the best I have seen in any machine. The feature of recording readings for 2 individuals simultaneously is a great noon. Go for it.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","1.0 out of 5 stars
Defective product",1,Amazone shopping seems to be non reliable nowadays. Product was not working. Have initiated refund procedure,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Good Product",4,"Good product for its price range , so far readings are mostly accurate .",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Great device with too many misconceptions",5,"Misconceptions:* This does not need the mobile app to function. The bluetooth feature is optional. You can even set the date and time manually if you don't want to pair it with a mobile. Being a 2-user device, this can be paired with 2 mobile phones for the two users.* There is a guest mode even though the Omron site doesn't mention it. Hold the right arrow when starting the measurement for this. Afib measurement isn't supported for guests.* Histories of either of the user-profiles can be cleared in case if you forget to use the guest mode or decide to try the Afib measurement on a guest.Pros:* All-size cuff* BluetoothCons:Not on the portable side.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Must have this machine in home in present scenario",5,"In a present time where we all are so busy in our day to day life and we also miss some of our routine check up, also in most of the house senior citizens also lives. So we should all should have this reliable and branded B.P.measurement machine. It have features of storing all previous history patient wise, so u don't need to worry about it.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Very handy and accurate",5,The priduct is very nice and easy to use.Will show anything goes wrong.The reading very accurate as i compared and it have a Bluetooth feature sonwe can save and compare the readinfs anytime.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Accurate and easy to use best BP monitor",5,"One of the best bp monitor out in the market, i am using it from 2-3 months and till now no issues and it works fine. The beat part is its has two person monitoring, i downloaded app in my phone and my wife phone and when ever we check we just select the person on machine and after test we sync it in mobile app.And monthly report you can check and show your doctor as well. This machine is best for the monitoring bp during pregnancy. As during this time it requires most care and regular monitoring of would be mom’s.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Good product",4,Good product with accuracy but limitation of 2 person for data trucking,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Excellent Bp Monitoring machine",5,"This BP machine has an option of two users. Meaning the data of 2 users can be saved on the Omron app. You can monitor the readings over a period of 1 week , month , year. This will tell you the tend. Also omron app gets synced to Apple health which stores the BP data.If you can spend a bit more. This is an excellent buy.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Satisfied with the BPM device",5,Readings were consistent with accuracy of 1 or 2 points between tests.Pros:1. Easy to use2. Light weight to carry (product comes with pouch and easy to handle)3. Bluetooth connectivity and app is superb and intuitive.4. One button to start and stop makes easy for my father and mother to useCons:1. Battery operated and cable has to be purchased separately. Box does not contain power cable.Over all satisfied with the product and I recommend to buy.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Good quality product with bluetooth sync to app",4,This is a very good quality product and easy and comfortable to use. The bluetooth sync feature is very useful to maintain and see all BP records on the app visually. One star less because they do not allow syncing the BP data with Google Fit unless you buy their body composition monitor also.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Easy to use but not so consistent reading.",4,The instrument is easy to use.  The numbers are not so accurate.  You can only be sure that your BP is high if number is high.  Does not connect to mobile easily.  If you take two three reading there could be variation of 5 to 10 points.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Kudos to amazon return policy-saved my day",5,"The machine I ordered first was not sealed, readings were inconsistent even if taken in a short duration of time. so returned.replaced machine was also not sealed, was giving consistently low values for both SYS and DIA values. had to return that too..machine was very user friendly, setup was a breeze, bluetooth,duel user functionality all exceptional.planning to order from omron directly once it back in stock. i doubt amazon keep sending returned products, else there is no way two successive products are defective.other online vendors have no return policy for this product. appreciate amazon on this .",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Good BP monitor with simple usage",4,"Omron BP monitor has good accuracy and is reading are easier to take with dual person reading details.Built quality is robust, though it has some issues with app connectivity but it was resolved afterdoing necessary settings. Overall satisfied with this purchase.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Reliable health-care appliance.",5,"This one is pretty easy to operate. Put the cells, download the Omron Connect app, pair the machine and start recording your BP. It's that simple. I could not compare the readings yet, but it has consistency. The companion app is really useful. You can get the readings presented in the ways you need. There is a wishlist, though. The form factor is a little too bulky and it would be a nice touch if it can be powerd by recharge able batteries and through any USB Ports. Otherwise, it's a perfect machine for BP monitoring.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Best & most accurate",5,"Purchased this device in the month of April, 2023. Using the device regularly and observed that this device is most accurate and easy to use and hence, best in all of the BP devices Presently available in the market.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Bluetooth Connected Monitor with BP Diary Creation feature",5,Loved the BP Monitor. Has a preformed cuff - that leads to a more accurate blood pressure readings. Can be used independentaly between two family members by the slide of a switch. The data independence is maintained. After the location is shared with the android app - the monitor automatically pushed the BP REadings to the phone.There is a calender function where the average BP is maintained and recorded along with the timing of the BP MEdicines. We can also export the measured readings via email for accurate charting and opinions.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Good Product",5,Omron has always been i great company and brand concerning affordable medical equipments. Will surely recommend.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Useful device for regular BP monitoring",5,Accurate BP display if you follow the guidelines for measure BP. Both for home use and professional use.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Good product but complicated for no reason",4,"It is a good product, very accurate readings but they have made it to complicated to get the readings from the machine to the phone. I think their could have been a simpler way. I had to find YouTube videos to figure it out",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Mind blowing item.",5,My 2nd purchase of BP machine. I am fully satisfied with this product. All features are working well. My family physician also liked this machine.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
One of the Best Blood Pressure Monitor Available",5,I had bought the Omron HEM 7361T BP apparatus and works well for home use. Quite accurate as I have verified the readings with a traditional mercury BP apparatus. The best feature is AFib function and two person measurements and storing.Would definitely recommend as its as good as a professional BP apparatus.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Reliable and Easy to use",5,"Unlike regular BP monitors that I have used in the past, the smart Pre formed cuff eliminates the arduous wrapping of the arm every time to take a reading, instead you just slap on this smartly designed cuff around your arms and use to velcro to tighten it.It also has a very useful Bluetooth feature which automatically transfers the readings to the Omron app on the phone.A must have for all BP patients.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Accurate and Easy to use",5,Writing this review after 8 months of intermittent use. Results are pretty accurate; machine is very handy and user friendly.The cuff design is very nice and easy to use.The best part is it’s Bluetooth compatibility with a mobile app to keep the log.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Nice BP Machine",4,"Looks good, works good. Accuracy is not checked with other machine but assumed this will give correct resulte...hahaha.Bluetooth connectivity gives problem at the first time but customer care resolved the issue on the phone....machine is working fine",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Accuracy, Easy to Use and Light Weight",5,"Overall, it is a good product for a family as it has a Dual Profile feature where you can maintain the history of your BP and show the accurate results. Continue to monitor your BP as needed, and it will sync with the app and save the history. It is very light, so you can easily carry it along during a long vacation outside.It would be better if they added the power adaptor along with the device.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Spot On, Convenient and Mobile app is awesome for tracking",5,"Pros:Its a spot and worth the price. A very user friendly as well. Mobile app adds an advantage as it can sync and store the device data reading in the mobile for historical tracking. Apart from this AC adapter facility is also there if one doesnt want to use Batteries. Perfect product for Home Set Up.Cons:Product is slightly overpriced. Also, DC adapter must come with the packaging.Overall a very positive experience I had",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","3.0 out of 5 stars
Check calibration",3,"Although expensive compared to other machines, has useful features.Readings differ considerably when compared with blood pressure taken by a doctor",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Feedback after using the device for 3 months",4,"I have been using the device occasionally for 3 months now, and my experience has been good with the product. Omron is a renowned brand in BP monitoring and reliable too in terms of reading.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Best Device for Blood Pressure monitoring!!",5,I was searching for a blood pressure monitor since few months. Searched a lot and found many good brands but they are lagging in some or the other thing. Then found the Omron HEM 7361T Bluetooth Digital Blood Pressure Monitor. It was at a great deal and the brand has a good reputation in the market. Thought of giving it a try.I found the product to be the best and it gives near accurate reading. It also comes with a bag which can store the device as well as the cuff. It runs on battery and it can also run on 6V AC. The product is remarkable!,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Excellent product with accurate readings",5,I bought this product for myself based on the brand review and accuracy of the blood pressure monitoring device. The device seamlessly transfers the readings to my phone which helps me track my blood pressure record. Overall an excellent device,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Best smart BP monitor !!!!",5,"After lot of research to get a smart BP monitor I ended up with the this model. And I’m happy to get his model.The BP monitor connects very easily with android and ios. The reading sync to the mobile without any issues.The device operates so smoothly, you will know the difference if you would have used old BP machines. The hand cuff is so well designed makes it ear to wrap around the arms.Best machine If you want a smart BP monitor. !!!",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Reliable and accurate!!!",5,"Readings are accurate and device is very easy to use. One should take care of his posture while monitoring the BP because readings may be inaccurate if posture is not correct, guide book can be followed for same. This is one of the top BP monitoring products from Omron, hence quality is top and it is easily operable.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Monitor your health",5,"No need to visit the Dr. just to check BP. Helpful in understanding the BP fluctuations daily based on sleep time and or food habits or any other situations. By this corrections can be made, food, sleep and avoid people that impact BP",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","1.0 out of 5 stars
Inaccurate readings",1,"Despite being so costly device, it shows different reading if you take BP again and again, which is very dangerous as my medicine depend on current BP. I bought this most costly version considering it will show correct readings, but feel cheated now. Don't buy it.",7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","4.0 out of 5 stars
Reading issues",4,20-25% of the readings give an error message even though the cuff is properly worn which is disappointing. Other than that machine is good. Omron app is very useful and provides all historical data.,7361T
"Omron HEM 7361T Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide, Hypertension Indicator, Japanese Technology, Intellisense Technology, and Most Recommended Brand by Doctors for Accurate Measurement","5.0 out of 5 stars
Accurate readings...reliable product",5,I bought this product on recommendation of my doctor as both parents suffer from hypertension. The machine provides fairly accurate reading and helps in daily monitoring. The history functionality and bluetooth helps to prepare chart and present to the doctors.,7361T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Excellent for daily health monitoring",5,"The Omron Smart Elite+ HEM 7600T Tubeless Blood Pressure Monitor is a true game-changer when it comes to monitoring your health with accuracy and convenience. This product offers a level of sophistication and reliability that is truly impressive.One of the standout features of this blood pressure monitor is the Intellisense Technology. It ensures that every reading is not only accurate but also comfortable. The inflation and deflation of the cuff are controlled intelligently, making the entire measuring process smoother and more pleasant. This is particularly important for anyone who may feel apprehensive about blood pressure measurements.The Intelli Wrap Cuff is a brilliant addition that takes away the hassle of finding the perfect positioning. The 360° accuracy ensures that no matter how you place the cuff on your arm, you'll still get a precise reading. This is a huge relief, especially for those who have struggled with traditional cuffs that require meticulous placement.Bluetooth connectivity takes this product to the next level. Being able to store historic measurements and track your blood pressure trends over time is incredibly valuable for anyone looking to manage their health effectively. The convenience of having your data accessible on a smartphone or tablet adds a modern touch to the traditional practice of monitoring blood pressure.The sleek and modern design, especially in the Black variant, fits seamlessly into any living space. It doesn't look like a medical device, which can make it more appealing to use regularly, encouraging users to keep an eye on their health proactively.One of the most reassuring aspects of the Omron Smart Elite+ is the brand's reputation. Omron is synonymous with accurate and dependable medical devices, and this product lives up to that reputation.In conclusion, the Omron Smart Elite+ HEM 7600T Tubeless Blood Pressure Monitor is a stellar investment in your health. With its intelligent technology, tubeless design, accurate measurements, and Bluetooth connectivity, it's a device that not only enhances your health monitoring experience but also empowers you to take control of your well-being. Whether you're managing existing health conditions or simply being proactive about your health, this blood pressure monitor is an excellent choice that provides peace of mind and tangible benefits.",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Easy to use and best",5,"I liked the strap, monitor, font of the readings and ease of use of this product. One shortcoming of it is there is no chance of using it with plugin AC DC facility. There is no charger. We have to depend upon four pencil cells. I'm regular user so I keep an extra set of four pencil cells in case of need. But I would like to get one with a charger facility and plugin type.The records are stored in chronological order and are easily accessible. There is multiple users record facility. Compatible to Android mobile smart phone. Almost negligible weight and good to carry as it is compact. I always carry it on flights. Overall a good possession. I recommend it to buy.",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"4.0 out of 5 stars
Good product",4,"Quality of the BP machine is premium, easy to fix on the arm but I have a big issue that for a such an expensive machine no cover was given to store it or take along during travel.",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Good product",5,This product is very easy to check your BP levels.. you can easily monitor your readings on your mobile device once connected with this product.. this machine is now a days used in many hospitals as it’s trustworthy & gives exact readings. I recommend to buy this product on Amazon as you have a great price benefit here,7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"1.0 out of 5 stars
Wildly inaccurate",1,"I purchased two of these. There are two things I observed, keep in mind that the comparison is with two  reliable mercury apparatus regularly used in patient care.1. Multiple readings at the same spot gives slightly different results.2. Readings are way off when compared with a mercury apparatus. I did this on at least 4 people and all were off.Occasionally it gives somewhat correct readings and I don't know how to consistently reproduce the output. I tried going through everything in their manual. I trusted the device thinking that it'd give good performance by seeing the price tag and how well it is made, bias towards the usual Japanese quality and stuff. I felt like a total idiot. I was traveling when I ordered these and product was already out of the return window when I could use it and test for the first time. Please don't be me. Don't buy this.",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Excellent",5,"Easy to use, accurate, bit costly though.",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Good Product",5,This Blood pressure monitor is very user-friendly,7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"3.0 out of 5 stars
Not worth it - read detailed review to understand",3,"It is a fairly accurate device and is fairly idiot-proof to use and there is where good points end. The Software is just too buggy for my like and takes effort to sync. Even after syncing the days with the graphical display may or may not update. The app has advertisements in it and that is just not acceptable after buying such a premium product. I had written and given this feedback in detail but to no avail. The latest version of the app is even more buggy. Perhaps when you are big enough in the industry one stops listening to the users.The second quirk is that it takes one reading at a time. All high-end machines either give you an option of multiple readings (Usually 3) and give you an option of taking an average readout or separate if so wished. That is just a matter of a firmware update - but they seem to be happy with their product but sadly I am not.I am so perturbed with the software that it is just a matter of time before it goes on OLX and I get a new one. There are only two in this price range and ease of use and the other one is used by my cousin, without naming it - I will go for it.",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"4.0 out of 5 stars
It's Omron",4,"Really Good,  but needed to have a charging point as batteries drain very fast and need to remember to remove them when not in use",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Accurate and slick",5,One of my best purchase in recent time. It’s accurate and slick just roll it over the arms and press the button no tube’s tangling around brilliant design. Bluetooth connects to app seamlessly. 5 star from my end both for product and on time professional delivery,7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Very good device",5,"If you follow the exact device instructions, you will get a correct measurement.It is a perfect and compact device.",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"3.0 out of 5 stars
No Discrimination please!",3,"It's undoubtedly a good product, but yet I give it three stars. Reason: You get this Japanese product with a proper bag, if you are in the US or Europe. But in India, they are simply giving it in a cardboard box and leaving it to us to buy a proper bag for its safety. This discrimination with the buyers in India is not fair. I don't think I would opt for Omron products just for this reason, even if they are the best in the market. No discrimination please!",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
It is wireless and can be carried at ease while you travel",5,"As a family , are regular users of Omron products , especially the BP and temperature equipment s.This product I am really satisfied and the reason for it is that , Firstly it is wireless, so the ease of using it , secondly I can  carry it while we travel comfortably and lastly the most important is its data collection Ie the transfer of data through Blue tooth to my mobile and hence helps me monitor my health position at any given point of time",7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"5.0 out of 5 stars
Accurate BP Measurement",5,It measures accurately and easy to connect in Android app which makes life easy to track the data.Life Saver!!!!!,7600T
Omron Smart Elite+ HEM 7600T Tubeless 360° Accurate Digital Blood Pressure Monitor With Intellisense Technology &amp; Intelli Wrap Cuff With Bluetooth Connectivity to Store Historic Measurements,"4.0 out of 5 stars
Good BP measuring device",4,"This is a good product . Very easy to use with good accuracy . The app was easy to install and has a good set of features to track one’s BP . Since the machine will be used by multiple people in the house , feature to track BP seperately would have been a good feature to have .",7600T
